Song,Uri,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Arcade - Radio Edit,7FKjWBgGgCGYoRRDIhp4bR,Dimitri Vegas & Like Mike,0.565,0.957,3,-4.167,0,0.0723,0.00923,0.69,0.293,0.175,127.953
She Doesn't Mind,4odiyU3myG29Ld0wurMfE8,Sean Paul,0.718,0.776,7,-5.208,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015
Satellites - Radio Edit,3peFUAm5l0kWIJXy7Q8GYP,Bobby Burns,0.535,0.829,4,-4.371,1,0.0613,0.0713,2.7e-05,0.146,0.573,127.952
Calling (Lose My Mind) - Radio Edit,34NNeV9jfgNgaALgUr0u9V,Sebastian Ingrosso,0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098
I Just Had Sex,1OmxpKVSvn0LGcM3SQS4OV,The Lonely Island,0.621,0.802,6,-4.735,1,0.118,0.0235,0.0,0.108,0.819,167.976
Angels Unite (Radio Edit),3UFoVEy7B2yqUMB21yyJm2,Scarlet,0.529,0.876,5,-5.649,1,0.0337,0.00102,1.92e-05,0.353,0.282,144.998
Gypsy Drop - Radio Edit,11xsm79HwpWV1C1lMXoVo9,Filip Jenven,0.797,0.962,1,-4.239,1,0.0906,0.000359,0.767,0.0454,0.422,128.047
Bigroom Blitz - Radio Mix,1Xcww2gldd5hN6WvGBsbFT,Scooter,0.713,0.909,3,-4.274,1,0.0306,0.00303,0.000706,0.699,0.438,132.022
Satisfied (feat. VASSY) - Original Mix,6LU68pNqUguPOsjPIaJwo6,Showtek,0.611,0.941,0,-1.958,1,0.0491,0.00326,0.0205,0.345,0.589,128.002
Gold Skies - Original Mix,4zXQSm5XIkcn5qtmtbwO9O,Sander van Doorn,0.564,0.823,9,-6.316,0,0.046,0.00406,0.0716,0.684,0.221,128.018
Love Louder - Style Of Eye Remix,2WEiz65hkQPlThgncVH34T,John Martin,0.56,0.854,1,-4.878,1,0.0669,0.00901,1.07e-06,0.506,0.274,126.001
Forbidden Voices,2BF1X5nkYYSb0AUTRaGkDm,Martin Garrix,0.534,0.711,10,-5.927,0,0.0368,0.05,0.0031,0.135,0.3,128.102
Salsa Tequila,4WRjqQ6sx5qIcddaIxNTfF,Anders Nilsen,0.661,0.906,6,-3.352,1,0.125,0.131,4.1e-05,0.0743,0.638,127.966
All I Ever Wanted - Radio Edit,3uoqlATyV5IWOhy0LBF7k1,Basshunter,0.645,0.984,4,-7.051,1,0.0508,0.164,0.00701,0.164,0.553,144.954
Memories (feat. Kid Cudi),4iMu9le3ytNO3tvgVpQANx,David Guetta,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98
Trumpsta (Djuro Remix) [feat. Treyy G],3YcXXjmC9cM5Y2x3jUps0p,Contiez,0.973,0.587,1,-7.014,1,0.242,0.00207,0.38,0.257,0.195,128.0
Moonlight Shadow,6T9vhWadqtG3J3jfYf8kcI,ItaloBrothers,0.577,0.952,0,-5.172,1,0.0404,0.0529,0.00603,0.31,0.808,150.02
Colours Of The Rainbow,4fWcyB6ik13xv6QFmORi0H,ItaloBrothers,0.616,0.946,0,-6.392,0,0.059,0.00341,0.000188,0.168,0.744,140.045
Honey,6d0eTPJ3JZTwOAwLdl0hOJ,Evelina,0.68,0.633,3,-5.236,0,0.0344,0.0773,1.57e-06,0.183,0.501,149.922
Pämppää,6xQjgKUjjKgLDfOibSRyRM,Teflon Brothers,0.8,0.887,9,-5.038,1,0.0632,0.113,0.0,0.154,0.526,109.988
Viva La Vida,1mea3bSkSGXuIRvnydlB5b,Coldplay,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
If I Lose Myself,0ett0qCHbl0vdSRFhRSkMc,OneRepublic,0.485,0.699,2,-6.017,1,0.0479,0.096,0.0,0.109,0.242,140.096
In2,3WEmAizxrtQwXEJQRwCrK1,WSTRN,0.553,0.662,8,-6.454,0,0.129,0.342,0.0,0.141,0.561,98.368
Somebody to Die For,0GDz2tPdh6FbxJxM75SQB4,Hurts,0.426,0.599,11,-7.737,1,0.0282,0.0198,0.00142,0.366,0.102,91.995
Jai Ho! (You Are My Destiny),1domCrjxwdTsPWqVn2Ivc0,A.R. Rahman,0.66,0.936,11,-3.931,1,0.0624,0.0531,2.46e-06,0.082,0.908,136.19
Don't Hold Your Breath,7pAq1IXYZpL42HchCminu6,Nicole Scherzinger,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955
When I Grow Up,7hFXQCDPgHhZQrC3vSM1o4,The Pussycat Dolls,0.686,0.681,11,-5.761,0,0.0471,0.00185,0.0,0.395,0.366,118.472
I Gotta Feeling,4vp2J1l5RD4gMZwGFLfRAu,Black Eyed Peas,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96
Halo,4JehYebiI9JE8sR8MisGVb,Beyoncé,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983
Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,Justin Timberlake,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898
"You're Gonna Go Far, Kid",1FMm3wG5WOhi7js35KR7Ea,The Offspring,0.55,0.918,9,-3.159,0,0.0682,0.00466,0.0,0.206,0.563,126.083
So What,6qYGUxPjQt5PJtWdiNppZx,P!nk,0.535,0.887,11,-3.106,1,0.0449,0.000304,2.23e-06,0.257,0.445,126.01
"Whenever, Wherever",0RJWhctsc1G1Hg3Ov2th7x,Shakira,0.793,0.831,1,-4.861,0,0.0405,0.264,7.03e-06,0.207,0.865,107.645
Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,Leona Lewis,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036
Milkshake,2cMTIlktg3M9mXYqCPqw1J,Kelis,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968
Stronger (What Doesn't Kill You),35a4Kzyo9XY4FI9FaSIzzF,Kelly Clarkson,0.555,0.923,0,-5.908,1,0.0482,0.0411,0.0,0.112,0.682,116.012
Say OK,5cfPxiul0cdhPYD2uzuQSg,Vanessa Hudgens,0.471,0.696,7,-7.176,1,0.0468,0.00673,0.000955,0.0884,0.543,125.026
Lovesick,2w55BLEMG97Smym2V6itnx,Emily Osment,0.611,0.715,0,-5.621,0,0.0604,0.00414,0.0,0.353,0.784,129.88
Wherever I Go,3lWEKwBNo9IbE9pdKC5NU6,Hannah Montana,0.538,0.621,5,-3.358,1,0.027,0.0383,0.0,0.0976,0.372,79.024
I'll Always Remember You,0tldYKX9sQsDs41lJxdcp8,Hannah Montana,0.418,0.721,8,-2.736,1,0.0385,0.0485,0.0,0.0986,0.234,144.06
A Year Without Rain,0lYS1tJg3r6ATe9bRPB0Hu,Selena Gomez & The Scene,0.627,0.81,2,-5.296,0,0.0431,0.0125,3.09e-05,0.111,0.409,119.98
Beauty And A Beat,0KTsmr6JOuhxZuiXUha1xC,Justin Bieber,0.601,0.845,0,-4.711,1,0.0653,0.00116,0.0001,0.0653,0.662,127.97
International Love (feat. Chris Brown),62zFEHfAYl5kdHYOivj4BC,Pitbull,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05
Clouds (feat. A.J. McLean),1RK5DiXAYnRZk1fEjnytdp,Redrama,0.772,0.851,7,-4.343,1,0.09,0.0149,0.0,0.136,0.27,91.034
Turn Me On (feat. Nicki Minaj),6T27IN7Ai94BeDv6PPCmoC,David Guetta,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96
Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix,7LpT54RUvN0IvDGIxiwHwS,Snoop Dogg,0.822,0.749,7,-5.563,1,0.0285,0.0697,0.000273,0.0732,0.707,130.005
Märkää,6wPsHct4yJfplE3nA9qvac,Petri Nygård,0.903,0.864,1,-3.763,1,0.0358,0.0212,0.0,0.511,0.961,120.06
Selvä päivä - feat. Lord Est,107ct6t9kseeQWTyeRgcdO,Petri Nygård,0.801,0.726,6,-5.567,0,0.0443,0.0412,0.0,0.317,0.489,113.98
Good Ol' Days,629MXzH7txguTIePdNXOWY,The Script,0.549,0.945,7,-4.351,1,0.0329,0.031,0.0,0.114,0.565,93.998
Home,12HmJ4Q5ksOGgaqKgZLvdE,Dzeko & Torres,0.577,0.886,2,-3.033,1,0.0666,0.00562,0.0,0.111,0.616,127.957
Supersankari,3yXMgnyHN4o5bL68RfWRpC,Laura Närhi,0.428,0.59,1,-6.187,1,0.0404,0.102,3.39e-06,0.108,0.305,120.38
Don't Look Down (feat. Usher),5M9jOReAKGZ2AttVefFjTY,Martin Garrix,0.575,0.831,0,-5.972,1,0.0356,0.00406,0.000449,0.111,0.377,127.991
Overtime - Vicetone Remix,4qwucEZidHAAkcN0BemkoU,Cash Cash,0.721,0.887,11,-3.095,0,0.166,0.00973,0.00054,0.61,0.678,125.987
Unbreakable,5dajiBFiQxyOkmFglyTkvg,Benjamin,0.498,0.566,1,-7.381,1,0.0304,0.00587,0.0,0.156,0.267,141.872
Moon Boots,1MkiqU0AvKhjOZdL6I7NQS,The Script,0.482,0.872,2,-4.813,1,0.0469,0.000518,0.0,0.0935,0.532,152.888
If You Could See Me Now,6EzSy7WxNCazx3csu7lxdV,The Script,0.602,0.758,0,-6.864,1,0.0399,0.00569,0.0,0.145,0.368,100.017
Everytime - Hi-Bias Radio Remix,4b8ssS2AaEUIzOCDlH0aOT,Britney Spears,0.524,0.902,0,-4.655,0,0.0315,0.00994,0.0018,0.094,0.657,128.009
Gimme More,6ic8OlLUNEATToEFU3xmaH,Britney Spears,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324
E.T.,36ux3YuUsGTWPT8fXclS45,Katy Perry,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684
We R Who We R,5jaz6aiRknA63NIYWdbr2O,Kesha,0.739,0.818,8,-5.062,1,0.0418,0.008,0.00504,0.164,0.713,119.982
The Man Who Never Lied,6tWkTeLF2WmjTA1cyS2QEp,Maroon 5,0.63,0.842,2,-5.946,1,0.0355,0.000342,0.0,0.0711,0.826,139.943
Che Guevara,5gsQegOEB7admETkL6ckUL,Happoradio,0.583,0.879,10,-4.171,0,0.0367,0.0745,0.0,0.187,0.46,139.943
Maps,7xEMGs0GbdfLwVw0Bn5D9H,Maroon 5,0.736,0.725,1,-5.498,0,0.029,0.0194,0.0,0.081,0.883,119.992
Troublemaker (feat. Flo Rida),4jOtC832PyIXlCVPRElfQu,Olly Murs,0.762,0.863,0,-3.689,0,0.0565,0.015,0.0,0.125,0.965,106.008
Written in the Stars (feat. Eric Turner),5m5TRf7ggoguXtcXQGprN4,Tinie Tempah,0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881
Bring Me To Life,646J2jOtUe4Jflrmh6JFjN,Evanescence,0.312,0.946,4,-3.209,0,0.107,0.00749,2.93e-06,0.288,0.297,189.892
Hung Up,70VjMtwhm3Q2HBQeJnPfmh,Madonna,0.64,0.646,9,-7.572,0,0.0497,0.00364,0.165,0.0912,0.415,124.992
It's My Life,4TmGtGkkmaoXRCvpOwDJoO,Bon Jovi,0.546,0.931,0,-3.025,0,0.0507,0.0295,1.67e-05,0.366,0.527,120.01
I Kissed A Girl,14iN3o8ptQ8cFVZTEmyQRV,Katy Perry,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996
About You Now,1ctdfJSzp6qF2iDAVdDrfl,Sugababes,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499
Birds Fly (feat. Mr. Probz),2xScjew1nGldhk7eM2qsCv,Hardwell,0.566,0.675,3,-4.602,0,0.0331,0.0611,0.0,0.642,0.11,122.553
Yellow House,0utQYjH6sVVaqnBQFj4R4J,Softengine,0.577,0.845,7,-6.38,0,0.0379,0.00692,0.0,0.223,0.345,115.001
Platinaa,6MDl3PCIz6h6ImkUpqurvE,Janne Ordén,0.633,0.695,10,-6.789,0,0.146,0.0277,0.0,0.338,0.555,165.244
Rude,6RtPijgfPKROxEzTHNRiDp,MAGIC!,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033
Maradona (kesä ´86),7LpqSvZvaRtcUcSKas6dYK,Teflon Brothers,0.667,0.599,5,-6.827,0,0.0486,0.012,0.0,0.12,0.681,120.038
Maps,6chdRBWviHlm7JAtwgflBP,Maroon 5,0.743,0.717,1,-5.521,0,0.0299,0.0223,0.0,0.0678,0.88,120.025
Perjantai 13.,74JdLqtaJtDM6I6p282Ahh,Nikke Ankara,0.526,0.84,9,-4.325,0,0.195,0.145,0.0,0.13,0.608,79.642
S&M Remix,3rqe57UvA8vxlzRuiAx4P5,Rihanna,0.819,0.796,1,-3.397,1,0.0546,0.0609,0.0,0.0647,0.886,127.931
Mr. Saxobeat - Radio Edit,7e320tQuzm28o3vpHMSgjz,Alexandra Stan,0.72,0.925,4,-4.165,0,0.0511,0.0276,0.000238,0.14,0.781,127.004
How to Be a Heartbreaker,1RDNH7V9Odx6gOZJ4Siehj,MARINA,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05
We Found Love,14fmbvjYLqRZEXz1VZdM2M,Rihanna,0.755,0.74,1,-4.951,1,0.0407,0.0225,0.00139,0.124,0.609,127.98
Heartbeat,6x2w38zlkGYihidW7BpJ4m,Enrique Iglesias,0.568,0.892,10,-3.205,1,0.101,0.0258,0.0,0.302,0.39,129.997
I Like It,6wo5g4E5BjUMW4qKUo50Mt,Enrique Iglesias,0.647,0.943,10,-2.866,0,0.0849,0.0202,0.0,0.0607,0.707,129.006
She Looks So Perfect,0BhZWr9gPZNlVdWWigvYA9,5 Seconds of Summer,0.495,0.959,1,-3.712,0,0.137,0.000714,0.0,0.36,0.431,159.993
Catch My Breath,7kAYyzVhWr3nSqAC7CUOWK,Kelly Clarkson,0.691,0.946,9,-3.221,1,0.0678,0.0259,0.0,0.0897,0.517,124.021
DUELE EL CORAZON (feat. Wisin),6YZdkObH88npeKrrkb8Ggf,Enrique Iglesias,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03
Into You,7yHEDfrJNd0zWOfXwydNH0,Ariana Grande,0.636,0.727,9,-5.852,1,0.106,0.0161,1.12e-06,0.151,0.358,107.988
Middle,2Fn3coxd0xAZ09JtrgcgHa,DJ Snake,0.604,0.745,9,-4.103,1,0.0385,0.0161,0.0,0.0542,0.205,104.941
You Know You Like It,1sNSG13fsK6KPKKNIQXXrh,DJ Snake,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093
Lean On (feat. MØ & DJ Snake),4WjH9Bzt3kx7z8kl0awxh4,Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007
"Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)",6dLLEE96JRnX1ngkL77yiA,Major Lazer,0.704,0.784,7,-4.463,0,0.142,0.00283,0.0,0.419,0.656,100.083
7/11,02M6vucOvmRfMxTXDUwRXu,Beyoncé,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024
On My Mind,4nS1sut0R2mgmFitKIShVe,Ellie Goulding,0.702,0.705,0,-6.665,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.909
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",5b2bu6yyATC1zMXDGScJ2d,David Guetta,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979
Poker Face,3OT3Kg4jyVkdZm4Ncz6JgX,Lady Gaga,0.848,0.828,8,-4.557,0,0.0714,0.136,1.35e-06,0.114,0.794,119.0
Stronger,6C7RJEIUDqKkJRZVWdkfkH,Kanye West,0.625,0.726,10,-7.731,0,0.155,0.00728,0.0,0.318,0.483,103.98
Tacatà - Radio Edit,62pIfDe2RdhUfYmRWdo9ZJ,Tacabro,0.812,0.857,4,-6.034,1,0.103,0.0083,0.0,0.354,0.651,126.951
Payphone - Cutmore Remix,5bGHlQpI8SiH2BCpwrJf0e,Maroon 5,0.566,0.903,11,-4.622,1,0.139,0.000837,0.0,0.209,0.551,128.098
"Back in Time - featured in ""Men In Black 3""",2U2ONBrf1HJCDxQlynpD6J,Pitbull,0.731,0.915,0,-4.453,1,0.043,0.00191,1.16e-06,0.324,0.789,127.086
Back 2 Life (Live It Up) (feat. T.I.),39IwhUzRgupGFdmlgrj7uG,Sean Kingston,0.646,0.844,5,-4.569,1,0.0455,0.0537,0.0,0.164,0.101,97.915
Anywhere in the World - Radio Edit,6uqAo0E8nK5jlqKnbTynDa,Mark Ronson,0.63,0.772,9,-6.088,0,0.0525,0.00235,0.0,0.353,0.374,119.984
Marilyn Monroe,55hYV5XPhnUtpRbzMYqzJG,Nicki Minaj,0.524,0.932,7,-3.538,1,0.0475,0.311,0.0,0.354,0.481,172.149
TTYLXOX,1nIDYHvLaZnD5lEf66SH80,Bella Thorne,0.819,0.683,7,-6.144,1,0.156,0.00291,0.122,0.254,0.671,112.007
As Long As You Love Me,4rvtlpAeDuOn4baUJPCEhy,Justin Bieber,0.579,0.871,0,-3.385,0,0.109,0.0679,0.0,0.353,0.601,139.841
Ready For Love,2YcjOmuHNUiwYjjQMdAKzB,Cascada,0.667,0.994,1,-5.527,0,0.0521,0.00301,4.57e-05,0.094,0.787,142.016
Summer of Love,7i0Ygv8i2z8wyQasGQWE3O,Cascada,0.56,0.731,8,-5.727,1,0.0481,0.00311,1.79e-05,0.201,0.519,127.962
Don't Wake Me Up,50ZWOpzh5i1Y6aBlstiflU,Chris Brown,0.601,0.691,10,-5.223,1,0.0474,0.0563,0.0,0.146,0.223,127.995
Sick Of You,548e8kJ1vpf8SZnWTOVS2X,Selena Gomez & The Scene,0.544,0.78,10,-3.811,1,0.064,0.0161,0.0,0.0351,0.466,147.958
Best Thing I Never Had,5OrX4PR74Ttezdj5soO1BV,Beyoncé,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099
This Is Love,0KaU5T2268e0B1tKSVsiah,will.i.am,0.54,0.809,0,-3.397,0,0.0445,0.0043,0.0,0.142,0.257,129.01
#thatPOWER,4DQHskgY5OOkwn9xavjv1g,will.i.am,0.794,0.603,6,-6.127,0,0.0615,0.00158,9.5e-05,0.0773,0.402,127.997
Without You (feat. Usher),3UN6cIn3VIyg0z1LCuFSum,David Guetta,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884
Kill Em With Kindness,7KxhSJOYiqCDclXDBNlFSZ,Selena Gomez,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012
The Girl (feat. Cozi Zuehlsdorff),2TsMgZTaacXikcOAEezzyk,Hellberg,0.49,0.72,9,-3.797,0,0.0351,0.0691,0.0,0.121,0.428,125.993
Propaganda,0HstjVSwNBbX81tRkuORFP,DJ Snake,0.672,0.949,1,-3.016,1,0.0942,0.0024,0.543,0.64,0.235,150.109
I Know What You Did Last Summer,7crplFzt7spG80NCbpmuCp,Shawn Mendes,0.657,0.769,9,-4.591,0,0.115,0.123,0.0,0.245,0.712,113.966
Lifetime (feat. Kyler England),5ceESY61Bf9pJ0Jjh6YK6s,Yellow Claw,0.572,0.701,8,-5.188,1,0.0654,0.0523,1.41e-05,0.635,0.34,149.964
Machi,16XU9mAbzAId6xAIKetuRj,Borgeous,0.53,0.863,6,-3.069,1,0.0605,0.00193,0.0,0.0392,0.374,127.96
No Place Like Home (feat. Rosette) - Radio Edit,4WPeb1WaiC7Xvc9XkG3HBR,Blasterjaxx,0.658,0.793,4,-4.649,0,0.0485,0.0638,0.0177,0.18,0.344,127.97
Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
Make It Home - Radio Edit,3Frb3dNACuEXjDJMgdKA9e,Mike Candys,0.692,0.792,6,-4.599,0,0.0329,0.00889,0.606,0.47,0.431,127.989
Memories - Radio Edit,7DcY0SUvSIcIjHeSGhTXDk,KSHMR,0.521,0.728,8,-5.005,0,0.0501,0.0352,1.53e-05,0.783,0.32,128.07
When I Look At You,6WLArSQvdGhiuTgyoX7HkB,Miley Cyrus,0.448,0.561,6,-4.003,1,0.0285,0.131,0.0,0.0949,0.219,137.949
Alien,3eBxSM7L8AL5wcYd1t4NC0,Britney Spears,0.611,0.732,0,-6.078,1,0.0314,0.262,0.00352,0.266,0.375,111.984
Unusual You,5yFDS6dDzjjmGFVaYcwPAB,Britney Spears,0.629,0.726,0,-9.679,0,0.103,0.205,0.00506,0.103,0.473,123.974
Beautiful Pain,0mwXfPCm4AMaz9J0Cn7FXJ,Eminem,0.682,0.813,6,-4.549,0,0.443,0.0665,0.0,0.136,0.435,165.439
When I'm Gone,5hfttriYehiYRo1Vf5vIG2,Eminem,0.608,0.745,10,-5.496,0,0.365,0.0551,0.0,0.27,0.725,150.068
Anna mä meen (feat. Jonne Aaron),1DJQZMuGTdE3MN0nwfIH7v,Cheek,0.775,0.887,6,-4.668,0,0.0796,0.0579,0.0,0.159,0.732,99.966
Because of You,3PHYPaguCDKLK1a9cp3uXZ,Kelly Clarkson,0.584,0.583,5,-5.284,0,0.0313,0.248,0.0,0.124,0.15,139.93
Me ei olla enää me,5FcbLrXeBPqtOUTEt6e38v,SANNI,0.571,0.791,5,-5.091,1,0.0323,0.00105,8.35e-05,0.0368,0.342,120.067
Just A Dream,1xnPVj6jmYCedHG37IE2cc,Nelly,0.465,0.76,1,-6.117,1,0.0336,0.0407,0.0,0.126,0.106,180.136
Crying for No Reason,3DDxYAT7Nuj0tfkHICWYi3,Katy B,0.664,0.712,1,-4.847,0,0.0343,0.393,0.000519,0.0789,0.221,111.976
Cool Kids,13P5rwmk2EsoFRIz9UCeh9,Echosmith,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027
A Sky Full of Stars,6HFbq7cewJ7rPiffV0ciil,Coldplay,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97
The One That Got Away,3oL3XRtkP1WVbMxf7dtTdu,Katy Perry,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962
Fix You,7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178
Lohtu,22yDwXNiJlO7UOPud3q2fm,Live Aid Uusi Lastensairaala 2017,0.503,0.699,9,-6.204,0,0.0284,0.0913,2.07e-05,0.173,0.36,86.047
Koska Sä Eroot,4kPj9bSq11ngSO3M4OX2fc,Nikke Ankara,0.663,0.852,7,-5.173,1,0.127,0.122,0.0,0.317,0.807,170.048
Päästä mut pois,3PocQjgKV9KNY4IdC04FHJ,Mikael Gabriel,0.636,0.771,9,-5.337,0,0.215,0.404,1.15e-06,0.0689,0.422,80.002
Can You See Me?,2sQ8XbHuqohGcp6HMXnfqQ,Krista Siegfrids,0.353,0.257,11,-11.396,1,0.0424,0.24,1.34e-06,0.0852,0.1,184.085
Prinsessoja & astronautteja,1M3YlNZcSTvRzS7zrlw6B2,SANNI,0.727,0.656,1,-6.951,0,0.0503,0.028,0.00508,0.131,0.316,86.018
Broken Ones,0VYCUWNFIYLIOQqu3bFzs0,Jacquie,0.445,0.721,11,-4.016,0,0.0471,0.0598,0.0,0.129,0.212,147.902
Mockingbird,17baAghWcrewNOcc9dCewx,Eminem,0.621,0.672,4,-3.892,0,0.276,0.21,0.0,0.13,0.228,83.808
Night Changes,5O2P9iiztwhomNh8xkR9lJ,One Direction,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001
Skyscraper,2mrbEQOtsP73M2GWsfYzqW,Demi Lovato,0.582,0.605,7,-3.264,1,0.0321,0.12,0.0,0.129,0.161,103.885
Breathe Me,7jqzZyJJLrpkRFYGpkqSK6,Sia,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012
Viimeisen kerran,0mvQHETM9iteQnMJVSE4UO,Mikael Gabriel,0.523,0.713,6,-4.312,0,0.0876,0.436,0.0,0.106,0.35,158.047
Young And Beautiful,5UzTtUZper0CphnqZYvsIu,Lana Del Rey,0.319,0.426,11,-8.929,0,0.0382,0.245,8.23e-06,0.108,0.159,114.553
Sun särkyä anna mä en,5lsHYb8VxfWC8sbh9shDNI,Johanna Kurkela,0.406,0.482,4,-7.986,1,0.0267,0.118,0.000255,0.127,0.195,77.932
Invisible,6bpK4LLYNuSkXnvi91Rtu4,Skylar Grey,0.641,0.891,3,-3.966,1,0.0374,0.0089,2.87e-06,0.116,0.583,92.699
Skinny Love,4RL77hMWUq35NYnPLXBpih,Birdy,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467
Complicated,5xEM5hIgJ1jjgcEBfpkt2F,Avril Lavigne,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987
Turning Tables,0X1FYVkgy7Tfw79cY3C7lx,Adele,0.361,0.446,0,-6.044,0,0.0281,0.95,1.32e-05,0.132,0.212,155.542
Next to Me,6ZixfeFT8V0Nle1rMZAekY,Otto Knows,0.596,0.752,11,-4.904,1,0.07,0.785,0.000419,0.105,0.306,127.06
You,6FLNeNUhazLGqiScpmcmP5,Galantis,0.184,0.871,8,-3.245,0,0.0661,0.00837,0.167,0.15,0.21,127.972
Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,Jack Ü,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432
Take Ü There (feat. Kiesza),2RpKh7kXSdO8NLrW9VQ46p,Jack Ü,0.542,0.879,6,-1.427,0,0.0921,0.0523,0.0,0.171,0.118,159.888
Stole the Show,4iZPNYqzI2L0uwuUKun7Aa,Kygo,0.679,0.662,8,-6.069,0,0.174,0.155,0.0,0.152,0.438,99.879
Need You Right Now (feat. Mike Tompkins),3iftD7fIFcjnh24O2NfvLI,Bethany Mota,0.66,0.586,11,-4.648,1,0.0356,0.0623,0.0,0.515,0.653,139.99
Old Thing Back (feat. Ja Rule and Ralph Tresvant),6HTJZ0TQJVMSKkUGzAOe2h,Matoma,0.805,0.858,0,-3.067,1,0.105,0.194,7.89e-06,0.256,0.523,97.033
I'm Gonna Show You Crazy,5LtNBCM2ve0SxP0dlRVvMu,Bebe Rexha,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103
Samsara 2015,5tZeGPDLhJqxJES1RL5RTb,Tungevaag,0.52,0.641,11,-6.463,0,0.0322,0.00429,0.000895,0.132,0.6,127.946
Firestone,2sNvitW3TxiTeC9xT9f2ZZ,Kygo,0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113.055
Freedom,1HInCBFnnRFfr6NuK70Bap,AFROJACK,0.621,0.838,5,-5.28,1,0.0342,0.0942,0.076,0.176,0.186,128.015
Born to Make You Happy,0B1wjAs2UKxKw80zTfjJXU,Britney Spears,0.636,0.936,7,-4.01,1,0.047,0.118,0.00044,0.0645,0.686,84.135
Judas,4yQmDtjax2Ye9wY8EPAO1x,Lady Gaga,0.661,0.936,10,-3.832,0,0.0744,0.000959,1.45e-05,0.36,0.558,130.998
Alejandro,44XBLYMVEt5vJcb5qXfQ7V,Lady Gaga,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992
